Customer_ID,Segment,Division,District
CUS-01055,B2C,Chittagong,Cumilla
CUS-01057,B2C,Khulna,Jessore
CUS-01058,B2C,Khulna,Satkhira
CUS-01060,B2B,Dhaka,Dhaka
CUS-01061,B2C,Dhaka,Dhaka
CUS-01062,B2C,Barishal,Bhola
CUS-01063,B2C,Dhaka,Gazipur
CUS-01065,B2C,Sylhet,Habiganj
CUS-01066,B2C,Chittagong,Cumilla
CUS-01069,B2C,Dhaka,Dhaka
CUS-01070,B2C,Khulna,Jessore
CUS-01071,B2C,Dhaka,Dhaka
CUS-01075,B2C,Khulna,Satkhira
CUS-01076,B2C,Khulna,Jessore
CUS-01077,B2C,Dhaka,Dhaka
CUS-01078,B2C,Dhaka,Dhaka
CUS-01080,B2C,Dhaka,Dhaka
CUS-01081,B2C,Sylhet,Habiganj
CUS-01083,B2C,Rajshahi,Bogura
CUS-01084,B2C,Rajshahi,Bogura
CUS-01085,B2C,Dhaka,Gazipur
CUS-01086,B2C,Chittagong,Cox's Bazar
CUS-01087,B2B,Barishal,Bhola
CUS-01089,B2C,Mymensingh,Netrokona
CUS-01091,B2C,Dhaka,Tangail
CUS-01092,B2C,Chittagong,Chittagong
CUS-01093,B2C,Rangpur,Rangpur
CUS-01094,B2C,Dhaka,Gazipur
CUS-01096,B2C,Barishal,Bhola
CUS-01099,B2B,Rajshahi,Rajshahi
CUS-01100,B2C,Dhaka,Tangail
CUS-01102,B2C,Chittagong,Chittagong
CUS-01103,B2C,Chittagong,Cox's Bazar
CUS-01104,B2C,Sylhet,Habiganj
CUS-01105,B2B,Chittagong,Cox's Bazar
CUS-01108,B2C,Dhaka,Dhaka
CUS-01109,B2C,Chittagong,Cumilla
CUS-01110,B2B,Sylhet,Sylhet
CUS-01111,B2C,Dhaka,Tangail
CUS-01114,B2C,Dhaka,Gazipur
CUS-01115,B2B,Dhaka,Tangail
CUS-01116,B2C,Rangpur,Dinajpur
CUS-01118,B2C,Khulna,Jessore
CUS-01121,B2C,Khulna,Satkhira
CUS-01122,B2C,Chittagong,Chittagong
CUS-01123,B2B,Chittagong,Chittagong
CUS-01124,B2C,Dhaka,Gazipur
CUS-01125,B2C,Dhaka,Narayanganj
CUS-01126,B2B,Dhaka,Dhaka
CUS-01129,B2C,Chittagong,Cox's Bazar
CUS-01131,B2C,Dhaka,Gazipur
CUS-01132,B2B,Rajshahi,Bogura
CUS-01136,B2C,Rajshahi,Bogura
CUS-01137,B2C,Dhaka,Dhaka
CUS-01138,B2C,Dhaka,Gazipur
CUS-01139,B2C,Chittagong,Chittagong
CUS-01140,B2C,Dhaka,Gazipur
CUS-01143,B2C,Khulna,Khulna
CUS-01146,B2C,Dhaka,Dhaka
CUS-01147,B2C,Dhaka,Dhaka
CUS-01148,B2C,Mymensingh,Jamalpur
CUS-01149,B2C,Khulna,Khulna
CUS-01150,B2B,Rajshahi,Rajshahi
CUS-01151,B2B,Dhaka,Narayanganj
CUS-01152,B2B,Chittagong,Chittagong
CUS-01153,B2C,Dhaka,Dhaka
CUS-01154,B2C,Chittagong,Cox's Bazar
CUS-01158,B2C,Chittagong,Chittagong
CUS-01159,B2C,Rangpur,Dinajpur
CUS-01161,B2C,Dhaka,Tangail
CUS-01164,B2C,Chittagong,Cox's Bazar
CUS-01166,B2C,Khulna,Jessore
CUS-01167,B2C,Dhaka,Dhaka
CUS-01168,B2C,Dhaka,Gazipur
CUS-01170,B2C,Sylhet,Moulvibazar
CUS-01171,B2C,Khulna,Khulna
CUS-01172,B2B,Dhaka,Gazipur
CUS-01175,B2C,Dhaka,Tangail
CUS-01176,B2B,Dhaka,Gazipur
CUS-01177,B2C,Rajshahi,Pabna
CUS-01179,B2C,Mymensingh,Jamalpur
CUS-01180,B2B,Barishal,Bhola
CUS-01181,B2C,Khulna,Jessore
CUS-01182,B2C,Chittagong,Chittagong
CUS-01183,B2C,Dhaka,Dhaka
CUS-01184,B2C,Dhaka,Tangail
CUS-01186,B2C,Khulna,Satkhira
CUS-01187,B2C,Chittagong,Feni
CUS-01190,B2B,Chittagong,Cumilla
CUS-01196,B2C,Dhaka,Dhaka
CUS-01197,B2C,Chittagong,Chittagong
CUS-01198,B2C,Dhaka,Gazipur
CUS-01199,B2C,Chittagong,Cumilla
CUS-01201,B2C,Rajshahi,Bogura
CUS-01204,B2B,Barishal,Barishal
CUS-01206,B2B,Barishal,Barishal
CUS-01207,B2C,Dhaka,Narayanganj
CUS-01210,B2C,Rangpur,Rangpur
CUS-01211,B2C,Dhaka,Gazipur
CUS-01212,B2C,Dhaka,Tangail
CUS-01214,B2C,Chittagong,Cox's Bazar
CUS-01215,B2C,Dhaka,Dhaka
CUS-01217,B2C,Chittagong,Chittagong
CUS-01218,B2C,Rangpur,Dinajpur
CUS-01219,B2C,Rajshahi,Rajshahi
CUS-01220,B2C,Chittagong,Cumilla
CUS-01221,B2C,Mymensingh,Mymensingh
CUS-01224,B2C,Dhaka,Dhaka
CUS-01226,B2C,Dhaka,Narayanganj
CUS-01227,B2C,Rangpur,Dinajpur
CUS-01229,B2C,Dhaka,Tangail
CUS-01230,B2C,Khulna,Satkhira
CUS-01231,B2C,Rajshahi,Bogura
CUS-01235,B2C,Sylhet,Habiganj
CUS-01236,B2C,Chittagong,Cumilla
CUS-01237,B2B,Chittagong,Cumilla
CUS-01238,B2C,Dhaka,Narayanganj
CUS-01239,B2B,Dhaka,Narayanganj
CUS-01241,B2C,Dhaka,Dhaka
CUS-01242,B2C,Dhaka,Gazipur
CUS-01243,B2C,Rajshahi,Rajshahi
CUS-01244,B2C,Dhaka,Dhaka
CUS-01245,B2C,Khulna,Jessore
CUS-01246,B2C,Chittagong,Feni
CUS-01249,B2C,Dhaka,Narayanganj
CUS-01251,B2C,Sylhet,Habiganj
CUS-01252,B2C,Mymensingh,Mymensingh
CUS-01253,B2C,Chittagong,Cumilla
CUS-01255,B2C,Barishal,Barishal
CUS-01258,B2C,Chittagong,Feni
CUS-01260,B2C,Dhaka,Gazipur
CUS-01262,B2C,Rajshahi,Rajshahi
CUS-01263,B2C,Rangpur,Rangpur
CUS-01264,B2C,Dhaka,Gazipur
CUS-01271,B2C,Khulna,Satkhira
CUS-01272,B2C,Sylhet,Habiganj
CUS-01273,B2C,Khulna,Khulna
CUS-01275,B2C,Rajshahi,Pabna
CUS-01278,B2B,Dhaka,Gazipur
CUS-01280,B2C,Dhaka,Dhaka
CUS-01281,B2C,Khulna,Khulna
CUS-01282,B2C,Chittagong,Cox's Bazar
CUS-01283,B2B,Khulna,Satkhira
CUS-01290,B2C,Rajshahi,Bogura
CUS-01293,B2C,Chittagong,Cox's Bazar
CUS-01295,B2C,Mymensingh,Jamalpur
CUS-01298,B2C,Dhaka,Gazipur
CUS-01299,B2C,Dhaka,Tangail
CUS-01300,B2C,Sylhet,Moulvibazar
CUS-01302,B2C,Dhaka,Gazipur
CUS-01304,B2C,Dhaka,Gazipur
CUS-01305,B2C,Dhaka,Dhaka
CUS-01306,B2C,Sylhet,Sylhet
CUS-01307,B2C,Sylhet,Moulvibazar
CUS-01308,B2C,Rangpur,Rangpur
CUS-01309,B2C,Barishal,Barishal
CUS-01310,B2C,Rajshahi,Bogura
CUS-01311,B2C,Dhaka,Narayanganj
CUS-01312,B2C,Sylhet,Sylhet
CUS-01313,B2C,Sylhet,Moulvibazar
CUS-01314,B2B,Sylhet,Habiganj
CUS-01315,B2B,Chittagong,Cumilla
CUS-01321,B2B,Dhaka,Dhaka
CUS-01323,B2C,Sylhet,Sylhet
CUS-01324,B2C,Dhaka,Tangail
CUS-01325,B2B,Dhaka,Narayanganj
CUS-01328,B2C,Sylhet,Habiganj
CUS-01329,B2C,Dhaka,Dhaka
CUS-01330,B2C,Sylhet,Sylhet
CUS-01331,B2B,Chittagong,Cox's Bazar
CUS-01332,B2C,Barishal,Barishal
CUS-01334,B2C,Dhaka,Narayanganj
CUS-01335,B2C,Dhaka,Dhaka
CUS-01336,B2C,Dhaka,Dhaka
CUS-01337,B2C,Khulna,Khulna
CUS-01342,B2B,Sylhet,Moulvibazar
CUS-01343,B2C,Mymensingh,Jamalpur
CUS-01344,B2C,Dhaka,Narayanganj
CUS-01345,B2C,Chittagong,Feni
CUS-01349,B2C,Dhaka,Dhaka
CUS-01351,B2C,Dhaka,Narayanganj
CUS-01353,B2B,Khulna,Khulna
CUS-01354,B2C,Dhaka,Narayanganj
CUS-01356,B2C,Rajshahi,Pabna
CUS-01357,B2B,Dhaka,Narayanganj
CUS-01360,B2C,Rangpur,Kurigram
CUS-01361,B2C,Dhaka,Dhaka
CUS-01363,B2C,Dhaka,Gazipur
CUS-01364,B2C,Khulna,Jessore
CUS-01365,B2C,Dhaka,Narayanganj
CUS-01367,B2C,Rajshahi,Pabna
CUS-01368,B2C,Chittagong,Cox's Bazar
CUS-01371,B2B,Chittagong,Feni
CUS-01372,B2C,Dhaka,Tangail
CUS-01373,B2C,Dhaka,Gazipur
CUS-01376,B2B,Rajshahi,Pabna
CUS-01378,B2C,Dhaka,Gazipur
CUS-01379,B2C,Dhaka,Gazipur
CUS-01380,B2C,Chittagong,Cox's Bazar
CUS-01382,B2C,Rangpur,Kurigram
CUS-01383,B2C,Rajshahi,Bogura
CUS-01385,B2C,Khulna,Jessore
CUS-01387,B2C,Chittagong,Cox's Bazar
CUS-01388,B2C,Dhaka,Dhaka
CUS-01389,B2C,Dhaka,Tangail
CUS-01390,B2B,Sylhet,Sylhet
CUS-01391,B2C,Chittagong,Cumilla
CUS-01394,B2C,Barishal,Barishal
CUS-01395,B2C,Rajshahi,Bogura
CUS-01396,B2C,Dhaka,Gazipur
CUS-01398,B2C,Dhaka,Gazipur
CUS-01399,B2C,Rangpur,Dinajpur
CUS-01400,B2C,Khulna,Jessore
CUS-01404,B2C,Sylhet,Moulvibazar
CUS-01405,B2C,Chittagong,Chittagong
CUS-01407,B2C,Dhaka,Dhaka
CUS-01408,B2C,Chittagong,Cox's Bazar
CUS-01409,B2C,Rangpur,Rangpur
CUS-01410,B2C,Dhaka,Dhaka
CUS-01413,B2C,Dhaka,Narayanganj
CUS-01415,B2C,Dhaka,Narayanganj
CUS-01416,B2C,Rajshahi,Bogura
CUS-01420,B2C,Rajshahi,Rajshahi
CUS-01421,B2C,Dhaka,Narayanganj
CUS-01425,B2C,Sylhet,Sylhet
CUS-01426,B2C,Dhaka,Tangail
CUS-01428,B2C,Rajshahi,Pabna
CUS-01430,B2C,Rajshahi,Pabna
CUS-01432,B2C,Dhaka,Narayanganj
CUS-01434,B2B,Chittagong,Chittagong
CUS-01435,B2C,Khulna,Jessore
CUS-01438,B2C,Khulna,Satkhira
CUS-01440,B2C,Chittagong,Cox's Bazar
CUS-01441,B2C,Rajshahi,Pabna
CUS-01443,B2C,Chittagong,Feni
CUS-01445,B2C,Dhaka,Dhaka
CUS-01447,B2C,Barishal,Patuakhali
CUS-01448,B2C,Barishal,Patuakhali
CUS-01449,B2C,Rajshahi,Rajshahi
CUS-01450,B2C,Barishal,Patuakhali
CUS-01453,B2C,Dhaka,Dhaka
CUS-01456,B2C,Chittagong,Chittagong
CUS-01457,B2C,Dhaka,Dhaka
CUS-01458,B2C,Dhaka,Dhaka
CUS-01460,B2B,Dhaka,Tangail
CUS-01464,B2C,Rajshahi,Bogura
CUS-01465,B2C,Barishal,Barishal
CUS-01467,B2C,Dhaka,Narayanganj
CUS-01468,B2B,Rajshahi,Bogura
CUS-01469,B2C,Dhaka,Gazipur
CUS-01470,B2C,Dhaka,Dhaka
CUS-01471,B2C,Dhaka,Tangail
CUS-01473,B2C,Dhaka,Tangail
CUS-01474,B2C,Dhaka,Dhaka
CUS-01476,B2C,Barishal,Bhola
CUS-01477,B2C,Khulna,Satkhira
CUS-01478,B2C,Dhaka,Dhaka
CUS-01479,B2C,Chittagong,Chittagong
CUS-01480,B2C,Chittagong,Cumilla
CUS-01481,B2C,Khulna,Khulna
CUS-01483,B2C,Barishal,Barishal
CUS-01486,B2C,Dhaka,Dhaka
CUS-01488,B2C,Dhaka,Dhaka
CUS-01489,B2C,Chittagong,Cumilla
CUS-01495,B2C,Chittagong,Cox's Bazar
CUS-01496,B2C,Rajshahi,Pabna
CUS-01497,B2C,Khulna,Jessore
CUS-01501,B2C,Khulna,Khulna
CUS-01506,B2C,Sylhet,Moulvibazar
CUS-01507,B2B,Rangpur,Kurigram
CUS-01509,B2B,Khulna,Satkhira
CUS-01510,B2C,Barishal,Patuakhali
CUS-01511,B2C,Dhaka,Tangail
CUS-01512,B2C,Dhaka,Gazipur
CUS-01513,B2C,Rajshahi,Rajshahi
CUS-01518,B2C,Chittagong,Feni
CUS-01519,B2C,Dhaka,Dhaka
CUS-01520,B2C,Dhaka,Narayanganj
CUS-01522,B2C,Dhaka,Gazipur
CUS-01523,B2C,Sylhet,Moulvibazar
CUS-01525,B2C,Khulna,Khulna
CUS-01528,B2B,Dhaka,Gazipur
CUS-01529,B2C,Mymensingh,Mymensingh
CUS-01532,B2C,Dhaka,Tangail
CUS-01533,B2C,Rangpur,Dinajpur
CUS-01538,B2C,Dhaka,Dhaka
CUS-01540,B2C,Rangpur,Dinajpur
CUS-01541,B2C,Dhaka,Gazipur
CUS-01543,B2C,Khulna,Khulna
CUS-01545,B2B,Chittagong,Feni
CUS-01546,B2C,Mymensingh,Jamalpur
CUS-01547,B2C,Khulna,Jessore
CUS-01548,B2C,Dhaka,Dhaka
CUS-01551,B2C,Dhaka,Tangail
CUS-01552,B2C,Chittagong,Cumilla
CUS-01553,B2C,Dhaka,Narayanganj
CUS-01557,B2C,Sylhet,Habiganj
CUS-01558,B2C,Khulna,Jessore
CUS-01559,B2B,Mymensingh,Mymensingh
CUS-01560,B2C,Dhaka,Dhaka
CUS-01563,B2C,Dhaka,Narayanganj
CUS-01564,B2C,Dhaka,Gazipur
CUS-01565,B2C,Sylhet,Sylhet
CUS-01566,B2C,Barishal,Barishal
CUS-01567,B2C,Mymensingh,Mymensingh
CUS-01569,B2C,Barishal,Barishal
CUS-01572,B2B,Barishal,Barishal
CUS-01573,B2C,Khulna,Jessore
CUS-01574,B2C,Dhaka,Tangail
CUS-01578,B2C,Chittagong,Cox's Bazar
CUS-01582,B2C,Chittagong,Cumilla
CUS-01583,B2C,Chittagong,Chittagong
CUS-01584,B2C,Dhaka,Dhaka
CUS-01585,B2C,Rajshahi,Bogura
CUS-01587,B2C,Rangpur,Kurigram
CUS-01588,B2C,Sylhet,Habiganj
CUS-01590,B2C,Chittagong,Cox's Bazar
CUS-01591,B2C,Sylhet,Moulvibazar
CUS-01592,B2B,Dhaka,Gazipur
CUS-01595,B2C,Chittagong,Chittagong
CUS-01596,B2C,Dhaka,Dhaka
CUS-01600,B2C,Chittagong,Feni
CUS-01604,B2B,Chittagong,Chittagong
CUS-01606,B2C,Sylhet,Moulvibazar
CUS-01608,B2C,Chittagong,Chittagong
CUS-01611,B2C,Sylhet,Habiganj
CUS-01612,B2C,Dhaka,Narayanganj
CUS-01613,B2C,Dhaka,Gazipur
CUS-01615,B2C,Chittagong,Cox's Bazar
CUS-01617,B2C,Dhaka,Dhaka
CUS-01619,B2C,Barishal,Bhola
CUS-01620,B2C,Rajshahi,Bogura
CUS-01623,B2B,Mymensingh,Jamalpur
CUS-01624,B2C,Mymensingh,Jamalpur
CUS-01626,B2C,Sylhet,Moulvibazar
CUS-01628,B2C,Dhaka,Narayanganj
CUS-01631,B2C,Rangpur,Kurigram
CUS-01632,B2C,Dhaka,Tangail
CUS-01633,B2C,Chittagong,Cumilla
CUS-01634,B2B,Rangpur,Kurigram
CUS-01635,B2C,Barishal,Barishal
CUS-01636,B2C,Dhaka,Dhaka
CUS-01639,B2C,Dhaka,Narayanganj
CUS-01640,B2C,Mymensingh,Mymensingh
CUS-01641,B2C,Rangpur,Dinajpur
CUS-01642,B2C,Dhaka,Gazipur
CUS-01644,B2C,Dhaka,Dhaka
CUS-01646,B2B,Dhaka,Narayanganj
CUS-01648,B2C,Chittagong,Cox's Bazar
CUS-01649,B2C,Khulna,Satkhira
CUS-01650,B2B,Dhaka,Narayanganj
CUS-01656,B2C,Dhaka,Tangail
CUS-01657,B2B,Khulna,Khulna
CUS-01659,B2C,Barishal,Barishal
CUS-01660,B2C,Khulna,Jessore
CUS-01661,B2C,Dhaka,Gazipur
CUS-01662,B2B,Barishal,Patuakhali
CUS-01663,B2C,Rangpur,Kurigram
CUS-01665,B2C,Chittagong,Chittagong
CUS-01666,B2C,Dhaka,Narayanganj
CUS-01667,B2C,Chittagong,Feni
CUS-01668,B2C,Dhaka,Gazipur
CUS-01669,B2C,Khulna,Satkhira
CUS-01672,B2B,Dhaka,Dhaka
CUS-01673,B2C,Khulna,Satkhira
CUS-01674,B2C,Dhaka,Narayanganj
CUS-01675,B2C,Barishal,Barishal
CUS-01681,B2C,Rajshahi,Rajshahi
CUS-01682,B2C,Dhaka,Dhaka
CUS-01683,B2C,Dhaka,Dhaka
CUS-01684,B2C,Chittagong,Cox's Bazar
CUS-01686,B2C,Rangpur,Dinajpur
CUS-01687,B2B,Dhaka,Gazipur
CUS-01689,B2C,Dhaka,Narayanganj
CUS-01690,B2C,Chittagong,Cox's Bazar
CUS-01692,B2C,Barishal,Barishal
CUS-01699,B2C,Dhaka,Narayanganj
CUS-01700,B2C,Chittagong,Cox's Bazar
CUS-01701,B2C,Dhaka,Dhaka
CUS-01702,B2B,Dhaka,Dhaka
CUS-01703,B2C,Dhaka,Dhaka
CUS-01705,B2C,Dhaka,Tangail
CUS-01709,B2C,Barishal,Barishal
CUS-01710,B2C,Chittagong,Chittagong
CUS-01713,B2C,Dhaka,Gazipur
CUS-01714,B2B,Dhaka,Narayanganj
CUS-01716,B2C,Dhaka,Narayanganj
CUS-01719,B2C,Khulna,Jessore
CUS-01725,B2C,Khulna,Satkhira
CUS-01728,B2B,Khulna,Khulna
CUS-01729,B2C,Rajshahi,Bogura
CUS-01730,B2C,Khulna,Jessore
CUS-01731,B2C,Dhaka,Dhaka
CUS-01732,B2C,Dhaka,Tangail
CUS-01734,B2C,Dhaka,Narayanganj
CUS-01736,B2C,Chittagong,Chittagong
CUS-01737,B2C,Dhaka,Dhaka
CUS-01741,B2C,Sylhet,Habiganj
CUS-01742,B2C,Barishal,Barishal
CUS-01743,B2C,Khulna,Jessore
CUS-01745,B2C,Chittagong,Cumilla
CUS-01746,B2C,Rajshahi,Bogura
CUS-01749,B2C,Barishal,Barishal
CUS-01751,B2C,Rajshahi,Bogura
CUS-01755,B2C,Sylhet,Habiganj
CUS-01756,B2C,Dhaka,Dhaka
CUS-01757,B2C,Chittagong,Cox's Bazar
CUS-01759,B2C,Rajshahi,Rajshahi
CUS-01760,B2C,Rangpur,Rangpur
CUS-01762,B2C,Chittagong,Chittagong
CUS-01766,B2C,Dhaka,Dhaka
CUS-01767,B2C,Sylhet,Habiganj
CUS-01771,B2C,Dhaka,Tangail
CUS-01772,B2C,Khulna,Khulna
CUS-01773,B2C,Dhaka,Tangail
CUS-01774,B2C,Chittagong,Cumilla
CUS-01775,B2C,Chittagong,Chittagong
CUS-01776,B2C,Chittagong,Cumilla
CUS-01777,B2C,Rajshahi,Rajshahi
CUS-01778,B2C,Sylhet,Sylhet
CUS-01780,B2C,Dhaka,Dhaka
CUS-01782,B2C,Chittagong,Cox's Bazar
CUS-01784,B2C,Sylhet,Habiganj
CUS-01785,B2B,Sylhet,Sylhet
CUS-01786,B2C,Dhaka,Gazipur
CUS-01787,B2B,Chittagong,Chittagong
CUS-01790,B2C,Dhaka,Narayanganj
CUS-01792,B2C,Dhaka,Gazipur
CUS-01793,B2C,Dhaka,Gazipur
CUS-01794,B2C,Dhaka,Dhaka
CUS-01797,B2C,Khulna,Jessore
CUS-01799,B2C,Dhaka,Dhaka
CUS-01801,B2C,Dhaka,Narayanganj
CUS-01802,B2C,Dhaka,Gazipur
CUS-01805,B2B,Dhaka,Narayanganj
CUS-01806,B2C,Dhaka,Narayanganj
CUS-01811,B2C,Dhaka,Dhaka
CUS-01812,B2C,Sylhet,Sylhet
CUS-01813,B2C,Dhaka,Gazipur
CUS-01816,B2C,Barishal,Patuakhali
CUS-01818,B2C,Dhaka,Narayanganj
CUS-01819,B2C,Dhaka,Narayanganj
CUS-01823,B2C,Rangpur,Dinajpur
CUS-01824,B2C,Sylhet,Moulvibazar
CUS-01825,B2C,Khulna,Jessore
CUS-01828,B2C,Mymensingh,Mymensingh
CUS-01829,B2C,Chittagong,Cox's Bazar
CUS-01830,B2C,Dhaka,Dhaka
CUS-01831,B2C,Khulna,Jessore
CUS-01833,B2C,Khulna,Khulna
CUS-01834,B2B,Khulna,Jessore
CUS-01835,B2C,Chittagong,Cox's Bazar
CUS-01836,B2C,Sylhet,Sylhet
CUS-01839,B2B,Chittagong,Feni
CUS-01841,B2B,Sylhet,Sylhet
CUS-01844,B2C,Dhaka,Tangail
CUS-01845,B2C,Rangpur,Kurigram
CUS-01849,B2C,Dhaka,Tangail
CUS-01850,B2C,Chittagong,Chittagong
CUS-01852,B2C,Chittagong,Feni
CUS-01853,B2C,Rangpur,Dinajpur
CUS-01854,B2C,Chittagong,Feni
CUS-01855,B2C,Chittagong,Feni
CUS-01856,B2C,Dhaka,Gazipur
CUS-01857,B2C,Sylhet,Moulvibazar
CUS-01858,B2C,Dhaka,Gazipur
CUS-01859,B2C,Barishal,Barishal
CUS-01860,B2C,Rangpur,Dinajpur
CUS-01861,B2C,Rangpur,Dinajpur
CUS-01862,B2C,Chittagong,Chittagong
CUS-01863,B2B,Khulna,Satkhira
CUS-01864,B2C,Sylhet,Habiganj
CUS-01865,B2C,Dhaka,Gazipur
CUS-01866,B2C,Khulna,Khulna
CUS-01870,B2B,Dhaka,Gazipur
CUS-01871,B2B,Dhaka,Narayanganj
CUS-01873,B2C,Khulna,Jessore
CUS-01874,B2C,Dhaka,Gazipur
CUS-01875,B2C,Chittagong,Cumilla
CUS-01877,B2C,Khulna,Jessore
CUS-01878,B2C,Khulna,Khulna
CUS-01879,B2C,Chittagong,Chittagong
CUS-01881,B2C,Dhaka,Dhaka
CUS-01882,B2C,Rajshahi,Pabna
CUS-01883,B2C,Chittagong,Cumilla
CUS-01884,B2C,Chittagong,Chittagong
CUS-01885,B2C,Khulna,Khulna
CUS-01886,B2C,Dhaka,Gazipur
CUS-01889,B2C,Dhaka,Tangail
CUS-01890,B2C,Dhaka,Gazipur
CUS-01892,B2C,Rangpur,Rangpur
CUS-01896,B2C,Khulna,Satkhira
CUS-01897,B2C,Sylhet,Moulvibazar
CUS-01900,B2C,Barishal,Bhola
CUS-01901,B2C,Dhaka,Narayanganj
CUS-01903,B2C,Rangpur,Rangpur
CUS-01905,B2C,Dhaka,Gazipur
CUS-01907,B2C,Dhaka,Dhaka
CUS-01911,B2C,Rajshahi,Bogura
CUS-01912,B2C,Rangpur,Kurigram
CUS-01913,B2C,Chittagong,Cumilla
CUS-01914,B2C,Dhaka,Dhaka
CUS-01916,B2C,Barishal,Barishal
CUS-01917,B2C,Sylhet,Moulvibazar
CUS-01921,B2C,Barishal,Barishal
CUS-01923,B2B,Chittagong,Cumilla
CUS-01925,B2C,Chittagong,Cumilla
CUS-01926,B2C,Chittagong,Cox's Bazar
CUS-01927,B2C,Dhaka,Narayanganj
CUS-01929,B2C,Dhaka,Narayanganj
CUS-01931,B2C,Dhaka,Dhaka
CUS-01933,B2C,Khulna,Satkhira
CUS-01934,B2C,Dhaka,Dhaka
CUS-01935,B2C,Chittagong,Chittagong
CUS-01936,B2C,Rajshahi,Bogura
CUS-01938,B2C,Khulna,Jessore
CUS-01939,B2C,Khulna,Jessore
CUS-01943,B2C,Sylhet,Habiganj
CUS-01945,B2C,Rangpur,Dinajpur
CUS-01946,B2C,Rajshahi,Rajshahi
CUS-01947,B2C,Rajshahi,Pabna
CUS-01948,B2C,Dhaka,Gazipur
CUS-01949,B2C,Chittagong,Cumilla
CUS-01953,B2C,Mymensingh,Netrokona
CUS-01954,B2B,Barishal,Patuakhali
CUS-01955,B2C,Dhaka,Narayanganj
CUS-01956,B2C,Sylhet,Sylhet
CUS-01957,B2C,Chittagong,
CUS-01959,B2B,Dhaka,Narayanganj
CUS-01960,B2B,Khulna,Jessore
CUS-01963,B2B,Khulna,Jessore
CUS-01966,B2B,Dhaka,Tangail
CUS-01967,B2C,Barishal,Patuakhali
CUS-01969,B2C,Dhaka,Gazipur
CUS-01972,B2C,Barishal,Bhola
CUS-01973,B2C,Dhaka,Dhaka
CUS-01976,B2C,Chittagong,Chittagong
CUS-01977,B2C,Mymensingh,Mymensingh
CUS-01978,B2C,Sylhet,Sylhet
CUS-01979,B2B,Dhaka,Dhaka
CUS-01980,B2C,Chittagong,Cox's Bazar
CUS-01981,B2B,Dhaka,Dhaka
CUS-01982,B2C,Chittagong,Cox's Bazar
CUS-01985,B2C,Dhaka,Narayanganj
CUS-01987,B2C,Khulna,Khulna
CUS-01988,B2C,Dhaka,Gazipur
CUS-01989,B2C,Chittagong,Cumilla
CUS-01990,B2C,Khulna,Khulna
CUS-01991,B2C,Chittagong,Cox's Bazar
CUS-01993,B2C,Chittagong,Cumilla
CUS-01996,B2C,Chittagong,Chittagong
CUS-01997,B2C,Dhaka,Gazipur
CUS-02001,B2C,Dhaka,Dhaka
CUS-02002,B2C,Dhaka,Dhaka
CUS-02003,B2B,Chittagong,Cumilla
CUS-02004,B2C,Dhaka,Narayanganj
CUS-02006,B2B,Dhaka,Tangail
CUS-02008,B2C,Chittagong,Cox's Bazar
CUS-02013,B2C,Dhaka,Narayanganj
CUS-02015,B2C,Dhaka,Narayanganj
CUS-02018,B2B,Rajshahi,Bogura
CUS-02020,B2C,Rangpur,Dinajpur
CUS-02021,B2C,Rangpur,Dinajpur
CUS-02022,B2C,Dhaka,Dhaka
CUS-02023,B2C,Dhaka,Narayanganj
CUS-02025,B2B,Barishal,Barishal
CUS-02027,B2C,Barishal,Patuakhali
CUS-02028,B2C,Dhaka,Tangail
CUS-02030,B2C,Chittagong,Chittagong
CUS-02034,B2C,Chittagong,Chittagong
CUS-02035,B2C,Dhaka,Dhaka
CUS-02040,B2C,Chittagong,
CUS-02041,B2B,Sylhet,Sylhet
CUS-02042,B2C,Barishal,Barishal
CUS-02043,B2C,Dhaka,Gazipur
CUS-02044,B2C,Chittagong,Cox's Bazar
CUS-02045,B2C,Dhaka,Tangail
CUS-02046,B2C,Dhaka,Dhaka
CUS-02048,B2C,Barishal,Barishal
CUS-02050,B2C,Sylhet,Sylhet
CUS-02052,B2C,Rangpur,Kurigram
CUS-02054,B2C,Barishal,Patuakhali
CUS-02055,B2C,Dhaka,Gazipur
CUS-02058,B2C,Dhaka,Gazipur
CUS-02059,B2C,Rajshahi,Bogura
CUS-02061,B2C,Dhaka,Gazipur
CUS-02063,B2C,Khulna,Jessore
CUS-02066,B2C,Dhaka,Dhaka
CUS-02067,B2C,Dhaka,Dhaka
CUS-02071,B2C,Dhaka,Gazipur
CUS-02074,B2C,Dhaka,Tangail
CUS-02075,B2C,Chittagong,Feni
CUS-02076,B2B,Barishal,Barishal
CUS-02078,B2B,Dhaka,Dhaka
CUS-02079,B2C,Rajshahi,Bogura
CUS-02080,B2C,Khulna,Jessore
CUS-02084,B2C,Khulna,Jessore
CUS-02085,B2C,Dhaka,Dhaka
CUS-02088,B2C,Dhaka,Gazipur
CUS-02089,B2C,Rangpur,Rangpur
CUS-02090,B2B,Sylhet,Moulvibazar
CUS-02091,B2C,Rajshahi,Pabna
CUS-02092,B2C,Dhaka,Dhaka
CUS-02093,B2C,Dhaka,Narayanganj
CUS-02096,B2B,Mymensingh,Mymensingh
CUS-02099,B2C,Dhaka,Dhaka
CUS-02101,B2C,Dhaka,Tangail
CUS-02102,B2C,Chittagong,Cox's Bazar
