Product_ID,Category,Sub_Category,Product_Name
PROD-02227,Electronics,Power Bank,Power Bank Model-257
PROD-02228,Home_Living,Bedding,Bedding Model-667
PROD-02229,Home_Living,Decor,Decor Model-732
PROD-02230,Home_Living,Decor,Decor Model-987
PROD-02231,Books_Stationery,Story Book,Story Book Model-513
PROD-02232,Grocery_FMCG,Cooking Oil,Cooking Oil Model-758
PROD-02233,Electronics,Headphone,Headphone Model-914
PROD-02234,Garments,Jeans,Jeans Model-775
PROD-02235,Garments,Jeans,Jeans Model-286
PROD-02236,Garments,Jeans,Jeans Model-630
PROD-02237,Footwear,Slipper,Slipper Model-623
PROD-02238,Electronics,Home Appliance,Home Appliance Model-535
PROD-02239,Footwear,Slipper,Slipper Model-490
PROD-02240,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-770
PROD-02241,Electronics,Headphone,Headphone Model-929
PROD-02242,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-912
PROD-02243,Footwear,Sandal,Sandal Model-215
PROD-02244,Garments,Panjabi,Panjabi Model-627
PROD-02245,Footwear,Slipper,Slipper Model-908
PROD-02246,Grocery_FMCG,Cooking Oil,Cooking Oil Model-223
PROD-02247,Beauty_Health,Makeup,Makeup Model-783
PROD-02248,Electronics,Feature Phone,Feature Phone Model-116
PROD-02249,Footwear,Formal Shoe,Formal Shoe Model-427
PROD-02250,Footwear,Sneaker,Sneaker Model-194
PROD-02251,Grocery_FMCG,Rice,Rice Model-887
PROD-02252,Grocery_FMCG,Rice,Rice Model-326
PROD-02253,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-484
PROD-02254,Footwear,Formal Shoe,Formal Shoe Model-873
PROD-02255,Home_Living,Furniture,Furniture Model-970
PROD-02256,Garments,Kurti,Kurti Model-426
PROD-02257,Footwear,Sneaker,Sneaker Model-666
PROD-02258,Footwear,Formal Shoe,Formal Shoe Model-930
PROD-02259,Electronics,Smart Watch,Smart Watch Model-856
PROD-02260,Beauty_Health,Skincare,Skincare Model-207
PROD-02261,Books_Stationery,Story Book,Story Book Model-310
PROD-02262,Electronics,Home Appliance,Home Appliance Model-183
PROD-02263,Grocery_FMCG,Rice,Rice Model-798
PROD-02264,Beauty_Health,Haircare,Haircare Model-593
PROD-02265,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-891
PROD-02266,Books_Stationery,Notebook,Notebook Model-986
PROD-02267,Garments,Jeans,Jeans Model-505
PROD-02268,Footwear,Sandal,Sandal Model-663
PROD-02269,Grocery_FMCG,Cooking Oil,Cooking Oil Model-500
PROD-02270,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-612
PROD-02271,Garments,Saree,Saree Model-686
PROD-02272,Beauty_Health,Haircare,Haircare Model-296
PROD-02273,Footwear,Formal Shoe,Formal Shoe Model-600
PROD-02274,Home_Living,Kitchenware,Kitchenware Model-174
PROD-02275,Books_Stationery,Art Supplies,Art Supplies Model-986
PROD-02276,Electronics,Feature Phone,Feature Phone Model-924
PROD-02277,Electronics,Headphone,Headphone Model-806
PROD-02278,Garments,T-Shirt,T-Shirt Model-293
PROD-02279,Electronics,Power Bank,Power Bank Model-582
PROD-02280,Electronics,Laptop,Laptop Model-337
PROD-02281,Grocery_FMCG,Beverages,Beverages Model-950
PROD-02282,Footwear,Formal Shoe,Formal Shoe Model-490
PROD-02283,Electronics,Headphone,Headphone Model-355
PROD-02284,Books_Stationery,Notebook,Notebook Model-714
PROD-02285,Grocery_FMCG,Personal Care,Personal Care Model-747
PROD-02286,Garments,Kids Wear,Kids Wear Model-218
PROD-02287,Electronics,Smartphone,Smartphone Model-803
PROD-02288,Electronics,Feature Phone,Feature Phone Model-691
PROD-02289,Grocery_FMCG,Rice,Rice Model-332
PROD-02290,Garments,Jeans,Jeans Model-663
PROD-02291,Grocery_FMCG,Personal Care,Personal Care Model-878
PROD-02292,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-373
PROD-02293,Electronics,Home Appliance,Home Appliance Model-632
PROD-02294,Garments,Saree,Saree Model-180
PROD-02295,Home_Living,Furniture,Furniture Model-839
PROD-02296,Beauty_Health,Skincare,Skincare Model-842
PROD-02297,Garments,T-Shirt,T-Shirt Model-324
PROD-02298,Garments,T-Shirt,T-Shirt Model-753
PROD-02299,Beauty_Health,Supplements,Supplements Model-161
PROD-02300,Garments,Saree,Saree Model-868
PROD-02301,Grocery_FMCG,Personal Care,Personal Care Model-697
PROD-02302,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-850
PROD-02303,Garments,Jeans,Jeans Model-352
PROD-02304,Electronics,Smart Watch,Smart Watch Model-688
PROD-02305,Grocery_FMCG,Personal Care,Personal Care Model-791
PROD-02306,Electronics,Laptop,Laptop Model-212
PROD-02307,Beauty_Health,Skincare,Skincare Model-426
PROD-02308,Electronics,Headphone,Headphone Model-631
PROD-02309,Garments,Kurti,Kurti Model-631
PROD-02310,Books_Stationery,Story Book,Story Book Model-602
PROD-02311,Grocery_FMCG,Snacks,Snacks Model-179
PROD-02312,Footwear,Formal Shoe,Formal Shoe Model-784
PROD-02313,Footwear,Sandal,Sandal Model-428
PROD-02314,Books_Stationery,Notebook,Notebook Model-681
PROD-02315,Footwear,Sneaker,Sneaker Model-235
PROD-02316,Beauty_Health,Haircare,Haircare Model-115
PROD-02317,Garments,Saree,Saree Model-329
PROD-02318,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-654
PROD-02319,Garments,Jeans,Jeans Model-755
PROD-02320,Electronics,Feature Phone,Feature Phone Model-483
PROD-02321,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-252
PROD-02322,Footwear,Slipper,Slipper Model-703
PROD-02323,Grocery_FMCG,Rice,Rice Model-731
PROD-02324,Home_Living,Bedding,Bedding Model-413
PROD-02325,Footwear,Slipper,Slipper Model-338
PROD-02326,Books_Stationery,Art Supplies,Art Supplies Model-442
PROD-02327,Garments,T-Shirt,T-Shirt Model-432
PROD-02328,Garments,Jeans,Jeans Model-253
PROD-02329,Electronics,Feature Phone,Feature Phone Model-497
PROD-02330,Home_Living,Kitchenware,Kitchenware Model-574
PROD-02331,Home_Living,Bedding,Bedding Model-453
PROD-02332,Electronics,Feature Phone,Feature Phone Model-176
PROD-02333,Garments,Kids Wear,Kids Wear Model-397
PROD-02334,Garments,Jeans,Jeans Model-452
PROD-02335,Electronics,Home Appliance,Home Appliance Model-654
PROD-02336,Beauty_Health,Makeup,Makeup Model-401
PROD-02337,Electronics,Headphone,Headphone Model-771
PROD-02338,Garments,Saree,Saree Model-999
PROD-02339,Home_Living,Kitchenware,Kitchenware Model-335
PROD-02340,Electronics,Smart Watch,Smart Watch Model-185
PROD-02341,Garments,Saree,Saree Model-950
PROD-02342,Garments,Saree,Saree Model-262
PROD-02343,Footwear,Slipper,Slipper Model-610
PROD-02344,Beauty_Health,Supplements,Supplements Model-653
PROD-02345,Home_Living,Decor,Decor Model-381
PROD-02346,Garments,T-Shirt,T-Shirt Model-115
PROD-02347,Books_Stationery,Story Book,Story Book Model-978
PROD-02348,Beauty_Health,Haircare,Haircare Model-807
PROD-02349,Home_Living,Decor,Decor Model-278
PROD-02350,Beauty_Health,Haircare,Haircare Model-990
PROD-02351,Garments,Kurti,Kurti Model-842
PROD-02352,Beauty_Health,Supplements,Supplements Model-387
PROD-02353,Beauty_Health,Haircare,Haircare Model-732
PROD-02354,Garments,Saree,Saree Model-915
PROD-02355,Grocery_FMCG,Personal Care,Personal Care Model-197
PROD-02356,Home_Living,Bedding,Bedding Model-558
PROD-02357,Grocery_FMCG,Personal Care,Personal Care Model-617
PROD-02358,Electronics,Home Appliance,Home Appliance Model-583
PROD-02359,Grocery_FMCG,Cooking Oil,Cooking Oil Model-193
PROD-02360,Books_Stationery,Art Supplies,Art Supplies Model-832
PROD-02361,Grocery_FMCG,Snacks,Snacks Model-798
PROD-02362,Garments,Jeans,Jeans Model-180
PROD-02363,Home_Living,Kitchenware,Kitchenware Model-125
PROD-02364,Electronics,Headphone,Headphone Model-354
PROD-02365,Footwear,Sneaker,Sneaker Model-457
PROD-02366,Grocery_FMCG,Personal Care,Personal Care Model-487
PROD-02367,Garments,T-Shirt,T-Shirt Model-207
PROD-02368,Beauty_Health,Makeup,Makeup Model-121
PROD-02369,Beauty_Health,Supplements,Supplements Model-320
PROD-02370,Grocery_FMCG,Beverages,Beverages Model-457
PROD-02371,Footwear,Sneaker,Sneaker Model-271
PROD-02372,Electronics,Smartphone,Smartphone Model-886
PROD-02373,Electronics,Laptop,Laptop Model-381
PROD-02374,Beauty_Health,Makeup,Makeup Model-197
PROD-02375,Beauty_Health,Haircare,Haircare Model-480
PROD-02376,Electronics,Headphone,Headphone Model-659
PROD-02377,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-248
PROD-02378,Beauty_Health,Supplements,Supplements Model-609
PROD-02379,Garments,T-Shirt,T-Shirt Model-709
PROD-02380,Footwear,Sandal,Sandal Model-976
PROD-02381,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-961
PROD-02382,Home_Living,Kitchenware,Kitchenware Model-646
PROD-02383,Garments,Panjabi,Panjabi Model-382
PROD-02384,Beauty_Health,Makeup,Makeup Model-414
PROD-02385,Electronics,Laptop,Laptop Model-396
PROD-02386,Electronics,Feature Phone,Feature Phone Model-119
PROD-02387,Electronics,Power Bank,Power Bank Model-892
PROD-02388,Garments,Panjabi,Panjabi Model-248
PROD-02389,Garments,Saree,Saree Model-599
PROD-02390,Garments,Panjabi,Panjabi Model-870
PROD-02391,Electronics,Smartphone,Smartphone Model-677
PROD-02392,Electronics,Power Bank,Power Bank Model-813
PROD-02393,Electronics,Home Appliance,Home Appliance Model-981
PROD-02394,Electronics,Smartphone,Smartphone Model-841
PROD-02395,Electronics,Laptop,Laptop Model-985
PROD-02396,Garments,Kurti,Kurti Model-362
PROD-02397,Grocery_FMCG,Rice,Rice Model-549
PROD-02398,Grocery_FMCG,Beverages,Beverages Model-557
PROD-02399,Garments,T-Shirt,T-Shirt Model-310
PROD-02400,Electronics,Smartphone,Smartphone Model-170
PROD-02401,Garments,Saree,Saree Model-477
PROD-02402,Garments,Panjabi,Panjabi Model-460
PROD-02403,Footwear,Formal Shoe,Formal Shoe Model-578
PROD-02404,Beauty_Health,Supplements,Supplements Model-986
PROD-02405,Electronics,Feature Phone,Feature Phone Model-834
PROD-02406,Grocery_FMCG,Personal Care,Personal Care Model-138
PROD-02407,Footwear,Slipper,Slipper Model-496
PROD-02408,Electronics,Smartphone,Smartphone Model-853
PROD-02409,Grocery_FMCG,Personal Care,Personal Care Model-378
PROD-02410,Electronics,Headphone,Headphone Model-910
PROD-02411,Grocery_FMCG,Rice,Rice Model-619
PROD-02412,Home_Living,Bedding,Bedding Model-360
PROD-02413,Home_Living,Kitchenware,Kitchenware Model-358
PROD-02414,Footwear,Formal Shoe,Formal Shoe Model-502
PROD-02415,Garments,Saree,Saree Model-749
PROD-02416,Electronics,Smart Watch,Smart Watch Model-314
PROD-02417,Footwear,Slipper,Slipper Model-674
PROD-02418,Books_Stationery,Story Book,Story Book Model-330
PROD-02419,Electronics,Smartphone,Smartphone Model-790
PROD-02420,Beauty_Health,Skincare,Skincare Model-380
PROD-02421,Grocery_FMCG,Snacks,Snacks Model-438
PROD-02422,Garments,Saree,Saree Model-692
PROD-02423,Footwear,Formal Shoe,Formal Shoe Model-936
PROD-02424,Footwear,Sandal,Sandal Model-971
PROD-02425,Electronics,Power Bank,Power Bank Model-732
PROD-02426,Home_Living,Bedding,Bedding Model-119
PROD-02427,Garments,Jeans,Jeans Model-766
PROD-02428,Electronics,Smart Watch,Smart Watch Model-369
PROD-02429,Books_Stationery,Story Book,Story Book Model-887
PROD-02430,Home_Living,Kitchenware,Kitchenware Model-332
PROD-02431,Electronics,Home Appliance,Home Appliance Model-182
PROD-02432,Electronics,Smartphone,Smartphone Model-135
PROD-02433,Books_Stationery,Office Supplies,Office Supplies Model-738
PROD-02434,Garments,Kurti,Kurti Model-953
PROD-02435,Books_Stationery,Notebook,Notebook Model-306
PROD-02436,Electronics,Smartphone,Smartphone Model-103
PROD-02437,Books_Stationery,Art Supplies,Art Supplies Model-364
PROD-02438,Garments,Kids Wear,Kids Wear Model-211
PROD-02439,Footwear,Slipper,Slipper Model-131
PROD-02440,Home_Living,Bedding,Bedding Model-874
PROD-02441,Grocery_FMCG,Rice,Rice Model-663
PROD-02442,Grocery_FMCG,Snacks,Snacks Model-587
PROD-02443,Electronics,Feature Phone,Feature Phone Model-424
PROD-02444,Beauty_Health,Skincare,Skincare Model-407
PROD-02445,Footwear,Slipper,Slipper Model-556
PROD-02446,Grocery_FMCG,Rice,Rice Model-354
PROD-02447,Garments,Jeans,Jeans Model-832
PROD-02448,Garments,T-Shirt,T-Shirt Model-619
PROD-02449,Garments,Panjabi,Panjabi Model-995
PROD-02450,Electronics,Power Bank,Power Bank Model-388
PROD-02451,Footwear,Sneaker,Sneaker Model-567
PROD-02452,Beauty_Health,Supplements,Supplements Model-419
PROD-02453,Beauty_Health,Haircare,Haircare Model-834
PROD-02454,Garments,Kids Wear,Kids Wear Model-867
PROD-02455,Garments,Jeans,Jeans Model-640
PROD-02456,Home_Living,Bedding,Bedding Model-499
PROD-02457,Garments,Saree,Saree Model-204
PROD-02458,Electronics,Smartphone,Smartphone Model-236
PROD-02459,Beauty_Health,Skincare,Skincare Model-864
PROD-02460,Electronics,Smart Watch,Smart Watch Model-843
PROD-02461,Footwear,Sneaker,Sneaker Model-415
PROD-02462,Grocery_FMCG,Snacks,Snacks Model-800
PROD-02463,Garments,Panjabi,Panjabi Model-322
PROD-02464,Grocery_FMCG,Cooking Oil,Cooking Oil Model-575
PROD-02465,Garments,T-Shirt,T-Shirt Model-133
PROD-02466,Beauty_Health,Skincare,Skincare Model-623
PROD-02467,Beauty_Health,Skincare,Skincare Model-749
PROD-02468,Grocery_FMCG,Snacks,Snacks Model-768
PROD-02469,Home_Living,Bedding,Bedding Model-255
PROD-02470,Garments,T-Shirt,T-Shirt Model-525
PROD-02471,Grocery_FMCG,Cooking Oil,Cooking Oil Model-942
PROD-02472,Garments,Kurti,Kurti Model-892
PROD-02473,Garments,Panjabi,Panjabi Model-317
PROD-02474,Electronics,Smart Watch,Smart Watch Model-109
PROD-02475,Electronics,Power Bank,Power Bank Model-278
PROD-02476,Home_Living,Bedding,Bedding Model-738
PROD-02477,Garments,Saree,Saree Model-331
PROD-02478,Grocery_FMCG,Beverages,Beverages Model-288
PROD-02479,Garments,Jeans,Jeans Model-189
PROD-02480,Grocery_FMCG,Rice,Rice Model-189
PROD-02481,Grocery_FMCG,Beverages,Beverages Model-126
PROD-02482,Grocery_FMCG,Personal Care,Personal Care Model-861
PROD-02483,Grocery_FMCG,Beverages,Beverages Model-324
PROD-02484,Electronics,Smartphone,Smartphone Model-258
PROD-02485,Footwear,Slipper,Slipper Model-867
PROD-02486,Garments,Kurti,Kurti Model-300
PROD-02487,Electronics,Home Appliance,Home Appliance Model-476
PROD-02488,Home_Living,Decor,Decor Model-154
PROD-02489,Grocery_FMCG,Rice,Rice Model-198
PROD-02490,Garments,T-Shirt,T-Shirt Model-479
PROD-02491,Garments,Kurti,Kurti Model-142
PROD-02492,Electronics,Feature Phone,Feature Phone Model-261
PROD-02493,Electronics,Power Bank,Power Bank Model-764
PROD-02494,Garments,Kids Wear,Kids Wear Model-403
PROD-02495,Home_Living,Kitchenware,Kitchenware Model-160
PROD-02496,Grocery_FMCG,Cooking Oil,Cooking Oil Model-533
PROD-02497,Home_Living,Decor,Decor Model-974
PROD-02498,Footwear,Slipper,Slipper Model-157
PROD-02499,Electronics,Home Appliance,Home Appliance Model-799
PROD-02500,Beauty_Health,Makeup,Makeup Model-691
PROD-02501,Electronics,Smartphone,Smartphone Model-120
PROD-02502,Footwear,Sandal,Sandal Model-863
PROD-02503,Beauty_Health,Haircare,Haircare Model-895
PROD-02504,Electronics,Feature Phone,Feature Phone Model-337
PROD-02505,Grocery_FMCG,Beverages,Beverages Model-259
PROD-02506,Garments,Saree,Saree Model-261
PROD-02507,Garments,Kurti,Kurti Model-152
PROD-02508,Electronics,Power Bank,Power Bank Model-909
PROD-02509,Grocery_FMCG,Personal Care,Personal Care Model-692
PROD-02510,Electronics,Headphone,Headphone Model-262
PROD-02511,Electronics,Home Appliance,Home Appliance Model-971
PROD-02512,Grocery_FMCG,Snacks,Snacks Model-168
PROD-02513,Electronics,Laptop,Laptop Model-186
PROD-02514,Beauty_Health,Supplements,Supplements Model-421
PROD-02515,Grocery_FMCG,Cooking Oil,Cooking Oil Model-977
PROD-02516,Home_Living,Kitchenware,Kitchenware Model-238
PROD-02517,Home_Living,Furniture,Furniture Model-556
PROD-02518,Electronics,Laptop,Laptop Model-970
PROD-02519,Electronics,Home Appliance,Home Appliance Model-650
PROD-02520,Beauty_Health,Skincare,Skincare Model-586
PROD-02521,Electronics,Smart Watch,Smart Watch Model-216
PROD-02522,Electronics,Headphone,Headphone Model-501
PROD-02523,Footwear,Sandal,Sandal Model-789
PROD-02524,Garments,Jeans,Jeans Model-284
PROD-02525,Home_Living,Bedding,Bedding Model-953
PROD-02526,Home_Living,Decor,Decor Model-408
PROD-02527,Books_Stationery,Notebook,Notebook Model-959
PROD-02528,Electronics,Laptop,Laptop Model-149
PROD-02529,Garments,T-Shirt,T-Shirt Model-285
PROD-02530,Garments,Jeans,Jeans Model-994
PROD-02531,Home_Living,Decor,Decor Model-985
PROD-02532,Electronics,Smart Watch,Smart Watch Model-664
PROD-02533,Grocery_FMCG,Rice,Rice Model-150
PROD-02534,Electronics,Laptop,Laptop Model-294
PROD-02535,Garments,Panjabi,Panjabi Model-902
PROD-02536,Electronics,Home Appliance,Home Appliance Model-988
PROD-02537,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-723
PROD-02538,Electronics,Feature Phone,Feature Phone Model-264
PROD-02539,Grocery_FMCG,Personal Care,Personal Care Model-247
PROD-02540,Electronics,Laptop,Laptop Model-740
PROD-02541,Home_Living,Decor,Decor Model-769
PROD-02542,Grocery_FMCG,Snacks,Snacks Model-171
PROD-02543,Electronics,Power Bank,Power Bank Model-848
PROD-02544,Electronics,Power Bank,Power Bank Model-266
PROD-02545,Electronics,Smartphone,Smartphone Model-164
PROD-02546,Footwear,Sandal,Sandal Model-173
PROD-02547,Electronics,Feature Phone,Feature Phone Model-859
PROD-02548,Books_Stationery,Notebook,Notebook Model-989
PROD-02549,Garments,Jeans,Jeans Model-891
PROD-02550,Home_Living,Kitchenware,Kitchenware Model-613
PROD-02551,Home_Living,Bedding,Bedding Model-754
PROD-02552,Books_Stationery,Notebook,Notebook Model-614
PROD-02553,Grocery_FMCG,Cooking Oil,Cooking Oil Model-425
PROD-02554,Grocery_FMCG,Snacks,Snacks Model-352
PROD-02555,Books_Stationery,Story Book,Story Book Model-328
PROD-02556,Garments,Panjabi,Panjabi Model-114
PROD-02557,Beauty_Health,Haircare,Haircare Model-294
PROD-02558,Garments,Saree,Saree Model-598
PROD-02559,Electronics,Home Appliance,Home Appliance Model-882
PROD-02560,Footwear,Sandal,Sandal Model-253
PROD-02561,Beauty_Health,Haircare,Haircare Model-715
PROD-02562,Beauty_Health,Skincare,Skincare Model-873
PROD-02563,Garments,Saree,Saree Model-881
PROD-02564,Books_Stationery,Story Book,Story Book Model-147
PROD-02565,Footwear,Slipper,Slipper Model-320
PROD-02566,Garments,Saree,Saree Model-478
PROD-02567,Electronics,Smartphone,Smartphone Model-572
PROD-02568,Footwear,Slipper,Slipper Model-809
PROD-02569,Grocery_FMCG,Personal Care,Personal Care Model-803
PROD-02570,Beauty_Health,Makeup,Makeup Model-115
PROD-02571,Garments,Saree,Saree Model-372
PROD-02572,Electronics,Laptop,Laptop Model-700
PROD-02573,Electronics,Headphone,Headphone Model-881
PROD-02574,Garments,Jeans,Jeans Model-469
PROD-02575,Grocery_FMCG,Beverages,Beverages Model-998
PROD-02576,Garments,Saree,Saree Model-823
PROD-02577,Garments,Saree,Saree Model-456
PROD-02578,Electronics,Home Appliance,Home Appliance Model-746
PROD-02579,Grocery_FMCG,Cooking Oil,Cooking Oil Model-952
PROD-02580,Garments,Kids Wear,Kids Wear Model-900
PROD-02581,Beauty_Health,Makeup,Makeup Model-340
PROD-02582,Beauty_Health,Skincare,Skincare Model-112
PROD-02583,Footwear,Slipper,Slipper Model-679
PROD-02584,Garments,T-Shirt,T-Shirt Model-658
PROD-02585,Garments,Jeans,Jeans Model-402
PROD-02586,Garments,Jeans,Jeans Model-924
PROD-02587,Footwear,Formal Shoe,Formal Shoe Model-370
PROD-02588,Footwear,Formal Shoe,Formal Shoe Model-325
PROD-02589,Footwear,Sandal,Sandal Model-183
PROD-02590,Garments,Jeans,Jeans Model-233
PROD-02591,Garments,Saree,Saree Model-410
PROD-02592,Garments,Kids Wear,Kids Wear Model-510
PROD-02593,Beauty_Health,Makeup,Makeup Model-221
PROD-02594,Beauty_Health,Supplements,Supplements Model-561
PROD-02595,Electronics,Smart Watch,Smart Watch Model-970
PROD-02596,Electronics,Feature Phone,Feature Phone Model-552
PROD-02597,Books_Stationery,Story Book,Story Book Model-567
PROD-02598,Home_Living,Furniture,Furniture Model-873
PROD-02599,Home_Living,Kitchenware,Kitchenware Model-791
PROD-02600,Grocery_FMCG,Beverages,Beverages Model-233
PROD-02601,Garments,T-Shirt,T-Shirt Model-123
PROD-02602,Grocery_FMCG,Rice,Rice Model-223
PROD-02603,Grocery_FMCG,Beverages,Beverages Model-406
PROD-02604,Electronics,Feature Phone,Feature Phone Model-741
PROD-02605,Home_Living,Kitchenware,Kitchenware Model-279
PROD-02606,Electronics,Smartphone,Smartphone Model-438
PROD-02607,Beauty_Health,Supplements,Supplements Model-111
PROD-02608,Electronics,Power Bank,Power Bank Model-822
PROD-02609,Grocery_FMCG,Cooking Oil,Cooking Oil Model-411
PROD-02610,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-828
PROD-02611,Electronics,Home Appliance,Home Appliance Model-442
PROD-02612,Home_Living,Decor,Decor Model-222
PROD-02613,Grocery_FMCG,Snacks,Snacks Model-461
PROD-02614,Garments,Jeans,Jeans Model-177
PROD-02615,Grocery_FMCG,Personal Care,Personal Care Model-205
PROD-02616,Home_Living,Kitchenware,Kitchenware Model-583
PROD-02617,Home_Living,Decor,Decor Model-452
PROD-02618,Grocery_FMCG,Snacks,Snacks Model-688
PROD-02619,Grocery_FMCG,Personal Care,Personal Care Model-892
PROD-02620,Garments,Jeans,Jeans Model-864
PROD-02621,Garments,Kurti,Kurti Model-251
PROD-02622,Grocery_FMCG,Personal Care,Personal Care Model-158
PROD-02623,Electronics,Home Appliance,Home Appliance Model-472
PROD-02624,Footwear,Formal Shoe,Formal Shoe Model-900
PROD-02625,Footwear,Slipper,Slipper Model-251
PROD-02626,Electronics,Smart Watch,Smart Watch Model-594
PROD-02627,Electronics,Laptop,Laptop Model-696
PROD-02628,Garments,Saree,Saree Model-293
PROD-02629,Garments,Kids Wear,Kids Wear Model-301
PROD-02630,Garments,Panjabi,Panjabi Model-215
PROD-02631,Electronics,Headphone,Headphone Model-444
PROD-02632,Books_Stationery,Story Book,Story Book Model-498
PROD-02633,Beauty_Health,Makeup,Makeup Model-889
PROD-02634,Footwear,Formal Shoe,Formal Shoe Model-320
PROD-02635,Beauty_Health,Supplements,Supplements Model-324
PROD-02636,Garments,T-Shirt,T-Shirt Model-598
PROD-02637,Home_Living,Decor,Decor Model-828
PROD-02638,Footwear,Sandal,Sandal Model-485
PROD-02639,Footwear,Sneaker,Sneaker Model-284
PROD-02640,Electronics,Power Bank,Power Bank Model-918
PROD-02641,Garments,T-Shirt,T-Shirt Model-762
PROD-02642,Beauty_Health,Supplements,Supplements Model-916
PROD-02643,Electronics,Feature Phone,Feature Phone Model-752
PROD-02644,Beauty_Health,Makeup,Makeup Model-424
PROD-02645,Beauty_Health,Makeup,Makeup Model-609
PROD-02646,Books_Stationery,Office Supplies,Office Supplies Model-792
PROD-02647,Grocery_FMCG,Snacks,Snacks Model-677
PROD-02648,Electronics,Power Bank,Power Bank Model-341
PROD-02649,Footwear,Slipper,Slipper Model-425
PROD-02650,Electronics,Home Appliance,Home Appliance Model-150
PROD-02651,Electronics,Feature Phone,Feature Phone Model-268
PROD-02652,Beauty_Health,Supplements,Supplements Model-749
PROD-02653,Footwear,Sneaker,Sneaker Model-113
PROD-02654,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-664
PROD-02655,Grocery_FMCG,Beverages,Beverages Model-331
PROD-02656,Garments,T-Shirt,T-Shirt Model-849
PROD-02657,Electronics,Smart Watch,Smart Watch Model-417
PROD-02658,Home_Living,Decor,Decor Model-341
PROD-02659,Home_Living,Kitchenware,Kitchenware Model-731
PROD-02660,Footwear,Sneaker,Sneaker Model-880
PROD-02661,Footwear,Formal Shoe,Formal Shoe Model-538
PROD-02662,Electronics,Headphone,Headphone Model-443
PROD-02663,Garments,T-Shirt,T-Shirt Model-864
PROD-02664,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-340
PROD-02665,Electronics,Feature Phone,Feature Phone Model-280
PROD-02666,Electronics,Home Appliance,Home Appliance Model-810
PROD-02667,Footwear,Sandal,Sandal Model-783
PROD-02668,Garments,Kids Wear,Kids Wear Model-972
PROD-02669,Grocery_FMCG,Personal Care,Personal Care Model-449
PROD-02670,Electronics,Home Appliance,Home Appliance Model-740
PROD-02671,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-295
PROD-02672,Garments,Kurti,Kurti Model-313
PROD-02673,Electronics,Power Bank,Power Bank Model-681
PROD-02674,Garments,Saree,Saree Model-542
PROD-02675,Footwear,Slipper,Slipper Model-126
PROD-02676,Electronics,Laptop,Laptop Model-536
PROD-02677,Grocery_FMCG,Beverages,Beverages Model-380
PROD-02678,Books_Stationery,Office Supplies,Office Supplies Model-893
PROD-02679,Home_Living,Kitchenware,Kitchenware Model-660
PROD-02680,Electronics,Power Bank,Power Bank Model-826
PROD-02681,Grocery_FMCG,Rice,Rice Model-941
PROD-02682,Home_Living,Furniture,Furniture Model-569
PROD-02683,Grocery_FMCG,Personal Care,Personal Care Model-798
PROD-02684,Garments,Jeans,Jeans Model-446
PROD-02685,Grocery_FMCG,Personal Care,Personal Care Model-603
PROD-02686,Electronics,Headphone,Headphone Model-281
PROD-02687,Garments,Kids Wear,Kids Wear Model-836
PROD-02688,Grocery_FMCG,Rice,Rice Model-419
PROD-02689,Garments,Kids Wear,Kids Wear Model-686
PROD-02690,Beauty_Health,Haircare,Haircare Model-105
PROD-02691,Electronics,Feature Phone,Feature Phone Model-679
PROD-02692,Electronics,Headphone,Headphone Model-227
PROD-02693,Garments,T-Shirt,T-Shirt Model-463
PROD-02694,Footwear,Sneaker,Sneaker Model-864
PROD-02695,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-331
PROD-02696,Beauty_Health,Makeup,Makeup Model-987
PROD-02697,Books_Stationery,Notebook,Notebook Model-388
PROD-02698,Home_Living,Kitchenware,Kitchenware Model-985
PROD-02699,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-762
PROD-02700,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-571
PROD-02701,Electronics,Power Bank,Power Bank Model-974
PROD-02702,Grocery_FMCG,Cleaning Supplies,Cleaning Supplies Model-269
PROD-02703,Electronics,Power Bank,Power Bank Model-153
PROD-02704,Footwear,Sandal,Sandal Model-977
PROD-02705,Books_Stationery,Story Book,Story Book Model-871
PROD-02706,Books_Stationery,Art Supplies,Art Supplies Model-532
PROD-02707,Footwear,Formal Shoe,Formal Shoe Model-369
PROD-02708,Beauty_Health,Haircare,Haircare Model-494
